ADDRESS_STATENAME,ADDRESS_STATEABBRV,ADDRESS_CITY,ADDRESS_ZIPCODE,ADDRESS_COUNTY,ADDRESS_STCO,ADDRESS_COUNTY_FIPS
Texas,TX,Fort Worth,76177,Orleans County,TX-Orleans County,-
Texas,TX,Fort Worth,76177,Pipestone County,TX-Pipestone County,48293
Texas,TX,Fort Worth,76177,Pipestone County,TX-Pipestone County,48161
Texas,TX,Fort Worth,76177,Oklahoma County,TX-Oklahoma County,-
Texas,TX,Fort Worth,76177,Tarrant County,TX-Tarrant County,48439
Texas,TX,Fort Worth,76177,Tarrant County,TX-Tarrant County,48439
Texas,TX,Fort Worth,76177,Tarrant County,TX-Tarrant County,48439
Texas,TX,Fort Worth,76177,Tarrant County,TX-Tarrant County,48439
Texas,TX,Fort Worth,76177,Galveston County,TX-Galveston County,48167
Texas,TX,Fort Worth,76177,Falls County,TX-Falls County,48145
Texas,TX,Fort Worth,76177,Milam County,TX-Milam County,48331
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48113
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48111
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48145
Texas,TX,Garland,75043,Shelby County,TX-Shelby County,48419
Texas,TX,Garland,75043,Maricopa County,TX-Maricopa County,-
Texas,TX,Garland,75043,Jackson County,TX-Jackson County,48239
Texas,TX,Garland,75043,Blaine County,TX-Blaine County,-
Texas,TX,Garland,75043,Castro County,TX-Castro County,48069
Texas,TX,Garland,75043,Castro County,TX-Castro County,48021
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48113
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48111
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48145
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48113
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48111
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48145
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48113
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48111
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48145
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48113
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48111
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48145
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48113
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48111
Texas,TX,Garland,75043,Dallas County,TX-Dallas County,48145
Texas,TX,George West,78022,Live Oak County,TX-Live Oak County,48297
Texas,TX,George West,78022,Live Oak County,TX-Live Oak County,40085
Texas,TX,George West,78022,Logan County,TX-Logan County,-
Texas,TX,George West,78022,East Baton Rouge County,TX-East Baton Rouge County,-
Texas,TX,George West,78022,Morris County,TX-Morris County,48343
Texas,TX,George West,78022,Morris County,TX-Morris County,48201
Texas,TX,George West,78022,Washington County,TX-Washington County,48477
Texas,TX,George West,78022,Bexar County,TX-Bexar County,48029
Texas,TX,George West,78022,Mcmullen County,TX-Mcmullen County,48311
Texas,TX,George West,78022,Atascosa County,TX-Atascosa County,48013
Texas,TX,George West,78022,Bexar County,TX-Bexar County,48029
Texas,TX,George West,78022,Atascosa County,TX-Atascosa County,48013
Texas,TX,George West,78022,Denton County,TX-Denton County,48121
Texas,TX,George West,78022,Denton County,TX-Denton County,48351
Texas,TX,Grand Prairie,76155,Tarrant County,TX-Tarrant County,48439
Texas,TX,Grand Prairie,76155,Drew County,TX-Drew County,-
Texas,TX,Grand Prairie,76155,Hartford County,TX-Hartford County,48195
Texas,TX,Grand Prairie,76155,Nobles County,TX-Nobles County,-
Texas,TX,Grand Prairie,76155,Lawrence County,TX-Lawrence County,-
Texas,TX,Grand Prairie,76155,Tarrant County,TX-Tarrant County,48439
Texas,TX,Grand Prairie,76155,Ellis County,TX-Ellis County,48139
Texas,TX,Grand Prairie,76155,Tarrant County,TX-Tarrant County,48439
Texas,TX,Grand Prairie,76155,Tom Green County,TX-Tom Green County,48451
Texas,TX,Grand Prairie,76155,Montague County,TX-Montague County,48337
Texas,TX,Grand Prairie,76155,Wetzel County,TX-Wetzel County,-
Texas,TX,Hempstead,77445,Waller County,TX-Waller County,48473
Texas,TX,Hempstead,77445,Waller County,TX-Waller County,48471
Texas,TX,Hempstead,77445,Waller County,TX-Waller County,48283
Texas,TX,Hempstead,77445,Cloud County,TX-Cloud County,-
Texas,TX,Hempstead,77445,Mccurtain County,TX-Mccurtain County,-
Texas,TX,Hempstead,77445,Brazos County,TX-Brazos County,48041
Texas,TX,Hempstead,77445,Fort Bend County,TX-Fort Bend County,48157
Texas,TX,Hempstead,77445,Wharton County,TX-Wharton County,48481
Texas,TX,Hempstead,77445,Colorado County,TX-Colorado County,48089
Texas,TX,Hempstead,77445,Matagorda County,TX-Matagorda County,48321
Texas,TX,Hempstead,77445,Matagorda County,TX-Matagorda County,48321
Texas,TX,Hempstead,77445,Colorado County,TX-Colorado County,48089
Texas,TX,Hempstead,77445,Harris County,TX-Harris County,48201
Texas,TX,Hempstead,77445,Harris County,TX-Harris County,48343
Texas,TX,Hempstead,77445,Harris County,TX-Harris County,48199
Texas,TX,Hempstead,77445,Harris County,TX-Harris County,48203
Texas,TX,Henrietta,76365,Clay County,TX-Clay County,48077
Texas,TX,Henrietta,76365,Poinsett County,TX-Poinsett County,-
Texas,TX,Henrietta,76365,Sullivan County,TX-Sullivan County,-
Texas,TX,Henrietta,76365,Erath County,TX-Erath County,48143
Texas,TX,Henrietta,76365,Knox County,TX-Knox County,48275
Texas,TX,Henrietta,76365,Wichita County,TX-Wichita County,48485
Texas,TX,Henrietta,76365,Wilbarger County,TX-Wilbarger County,48487
Texas,TX,Henrietta,76365,Wichita County,TX-Wichita County,48485
Texas,TX,Henrietta,76365,Montague County,TX-Montague County,48337
Texas,TX,Henrietta,76365,Bosque County,TX-Bosque County,48035
Texas,TX,Henrietta,76365,Runnels County,TX-Runnels County,48399
Texas,TX,Houston,77013,Harris County,TX-Harris County,48201
Texas,TX,Houston,77013,Harris County,TX-Harris County,48343
Texas,TX,Houston,77013,Harris County,TX-Harris County,48199
Texas,TX,Houston,77013,Harris County,TX-Harris County,48203
Texas,TX,Houston,77013,Sandoval County,TX-Sandoval County,-
Texas,TX,Houston,77013,Rowan County,TX-Rowan County,-
Texas,TX,Houston,77013,Kendall County,TX-Kendall County,48259
Texas,TX,Houston,77013,Kendall County,TX-Kendall County,48381
Texas,TX,Houston,77013,Harris County,TX-Harris County,48201
Texas,TX,Houston,77013,Harris County,TX-Harris County,48343
Texas,TX,Houston,77013,Harris County,TX-Harris County,48199
Texas,TX,Houston,77013,Harris County,TX-Harris County,48203
Texas,TX,Houston,77013,Harris County,TX-Harris County,48201
Texas,TX,Houston,77013,Harris County,TX-Harris County,48343
Texas,TX,Houston,77013,Harris County,TX-Harris County,48199
Texas,TX,Houston,77013,Harris County,TX-Harris County,48203
Texas,TX,Houston,77013,Harris County,TX-Harris County,48201
Texas,TX,Houston,77013,Harris County,TX-Harris County,48343
Texas,TX,Houston,77013,Harris County,TX-Harris County,48199
Texas,TX,Houston,77013,Harris County,TX-Harris County,48203
Texas,TX,Houston,77013,Harris County,TX-Harris County,48201
Texas,TX,Houston,77013,Harris County,TX-Harris County,48343
Texas,TX,Houston,77013,Harris County,TX-Harris County,48199
Texas,TX,Houston,77013,Harris County,TX-Harris County,48203
Texas,TX,Houston,77013,Harris County,TX-Harris County,48201
Texas,TX,Houston,77013,Harris County,TX-Harris County,48343
Texas,TX,Houston,77013,Harris County,TX-Harris County,48199
Texas,TX,Houston,77013,Harris County,TX-Harris County,48203
Texas,TX,Houston,77013,Harris County,TX-Harris County,48201
Texas,TX,Houston,77013,Harris County,TX-Harris County,48343
Texas,TX,Houston,77013,Harris County,TX-Harris County,48199
Texas,TX,Houston,77013,Harris County,TX-Harris County,48203
Texas,TX,Houston,77013,Harris County,TX-Harris County,48201
Texas,TX,Houston,77013,Harris County,TX-Harris County,48343
Texas,TX,Houston,77013,Harris County,TX-Harris County,48199
Texas,TX,Houston,77013,Harris County,TX-Harris County,48203
Texas,TX,Houston,77090,Harris County,TX-Harris County,48201
Texas,TX,Houston,77090,Harris County,TX-Harris County,48343
Texas,TX,Houston,77090,Harris County,TX-Harris County,48199
Texas,TX,Houston,77090,Harris County,TX-Harris County,48203
Texas,TX,Houston,77090,Monmouth County,TX-Monmouth County,-
Texas,TX,Houston,77090,Union County,TX-Union County,-
Texas,TX,Houston,77090,Wilson County,TX-Wilson County,48493
Texas,TX,Houston,77090,Galveston County,TX-Galveston County,48167
Texas,TX,Houston,77090,Harris County,TX-Harris County,48201
Texas,TX,Houston,77090,Harris County,TX-Harris County,48343
Texas,TX,Houston,77090,Harris County,TX-Harris County,48199
Texas,TX,Houston,77090,Harris County,TX-Harris County,48203
Texas,TX,Houston,77090,Harris County,TX-Harris County,48201
Texas,TX,Houston,77090,Harris County,TX-Harris County,48343
Texas,TX,Houston,77090,Harris County,TX-Harris County,48199
Texas,TX,Houston,77090,Harris County,TX-Harris County,48203
Texas,TX,Houston,77090,Harris County,TX-Harris County,48201
Texas,TX,Houston,77090,Harris County,TX-Harris County,48343
Texas,TX,Houston,77090,Harris County,TX-Harris County,48199
Texas,TX,Houston,77090,Harris County,TX-Harris County,48203
Texas,TX,Houston,77090,Harris County,TX-Harris County,48201
Texas,TX,Houston,77090,Harris County,TX-Harris County,48343
Texas,TX,Houston,77090,Harris County,TX-Harris County,48199
Texas,TX,Houston,77090,Harris County,TX-Harris County,48203
Texas,TX,Houston,77090,Harris County,TX-Harris County,48201
Texas,TX,Houston,77090,Harris County,TX-Harris County,48343
Texas,TX,Houston,77090,Harris County,TX-Harris County,48199
Texas,TX,Houston,77090,Harris County,TX-Harris County,48203
Texas,TX,Houston,77090,Harris County,TX-Harris County,48201
Texas,TX,Houston,77090,Harris County,TX-Harris County,48343
Texas,TX,Houston,77090,Harris County,TX-Harris County,48199
Texas,TX,Houston,77090,Harris County,TX-Harris County,48203
Texas,TX,Huntsville,77320,Walker County,TX-Walker County,48471
Texas,TX,Huntsville,77320,Walker County,TX-Walker County,48473
Texas,TX,Huntsville,77320,Walker County,TX-Walker County,48367
Texas,TX,Huntsville,77320,Avoyelles County,TX-Avoyelles County,-
Texas,TX,Huntsville,77320,Monmouth County,TX-Monmouth County,-
Texas,TX,Huntsville,77320,Mckinley County,TX-Mckinley County,-
Texas,TX,Huntsville,77320,Bradley County,TX-Bradley County,48017
Texas,TX,Huntsville,77320,Harris County,TX-Harris County,48201
Texas,TX,Huntsville,77320,Harris County,TX-Harris County,48343
Texas,TX,Huntsville,77320,Harris County,TX-Harris County,48199
Texas,TX,Huntsville,77320,Harris County,TX-Harris County,48203
Texas,TX,Huntsville,77320,Dallas County,TX-Dallas County,48113
Texas,TX,Huntsville,77320,Dallas County,TX-Dallas County,48111
Texas,TX,Huntsville,77320,Dallas County,TX-Dallas County,48145
Texas,TX,Huntsville,77320,Liberty County,TX-Liberty County,48291
Texas,TX,Huntsville,77320,Polk County,TX-Polk County,48373
Texas,TX,Huntsville,77320,Walker County,TX-Walker County,48471
Texas,TX,Huntsville,77320,Walker County,TX-Walker County,48473
Texas,TX,Huntsville,77320,Walker County,TX-Walker County,48367
Texas,TX,Huntsville,77320,Liberty County,TX-Liberty County,48291
Texas,TX,Italy,76651,Ellis County,TX-Ellis County,48139
Texas,TX,Italy,76651,Baxter County,TX-Baxter County,-
Texas,TX,Italy,76651,Allen County,TX-Allen County,-
Texas,TX,Italy,76651,Polk County,TX-Polk County,48373
Texas,TX,Italy,76651,Travis County,TX-Travis County,48453
Texas,TX,Italy,76651,Sterling County,TX-Sterling County,48431
Texas,TX,Italy,76651,Mclennan County,TX-Mclennan County,48309
Texas,TX,Italy,76651,Navarro County,TX-Navarro County,48349
Texas,TX,Italy,76651,Archer County,TX-Archer County,48009
Texas,TX,Italy,76651,Bosque County,TX-Bosque County,48035
Texas,TX,Italy,76651,Nicholas County,TX-Nicholas County,-
Texas,TX,Jarrell,76537,Williamson County,TX-Williamson County,48491
Texas,TX,Jarrell,76537,Baxter County,TX-Baxter County,-
Texas,TX,Jarrell,76537,Osage County,TX-Osage County,-
Texas,TX,Jarrell,76537,Acadia County,TX-Acadia County,-
Texas,TX,Jarrell,76537,Stone County,TX-Stone County,-
Texas,TX,Jarrell,76537,Bergen County,TX-Bergen County,48033
Texas,TX,Jarrell,76537,Concho County,TX-Concho County,48095
Texas,TX,Jarrell,76537,Williamson County,TX-Williamson County,48491
Texas,TX,Jarrell,76537,Milam County,TX-Milam County,48331
Texas,TX,Jarrell,76537,Clay County,TX-Clay County,48077
Texas,TX,Jarrell,76537,Milam County,TX-Milam County,48331
Texas,TX,Junction,76849,Kimble County,TX-Kimble County,48267
Texas,TX,Junction,76849,Lee County,TX-Lee County,48287
Texas,TX,Junction,76849,Lee County,TX-Lee County,48025
Texas,TX,Junction,76849,Morris County,TX-Morris County,48343
Texas,TX,Junction,76849,Morris County,TX-Morris County,48201
Texas,TX,Junction,76849,Bergen County,TX-Bergen County,48033
Texas,TX,Junction,76849,Clearfield County,TX-Clearfield County,-
Texas,TX,Junction,76849,Houston County,TX-Houston County,48225
Texas,TX,Junction,76849,Coke County,TX-Coke County,48081
Texas,TX,Junction,76849,Coke County,TX-Coke County,48097
Texas,TX,Junction,76849,El Paso County,TX-El Paso County,48141
Texas,TX,Junction,76849,Bosque County,TX-Bosque County,48035
Texas,TX,Junction,76849,Menard County,TX-Menard County,48327
Texas,TX,Junction,76849,Menard County,TX-Menard County,48327
Texas,TX,Kermit,79745,Winkler County,TX-Winkler County,48495
Texas,TX,Kermit,79745,Calhoun County,TX-Calhoun County,48057
Texas,TX,Kermit,79745,Mackinac County,TX-Mackinac County,-
Texas,TX,Kermit,79745,Madison County,TX-Madison County,48313
Texas,TX,Kermit,79745,Madison County,TX-Madison County,48315
Texas,TX,Kermit,79745,Madison County,TX-Madison County,48319
Texas,TX,Kermit,79745,Union County,TX-Union County,-
Texas,TX,Kermit,79745,Travis County,TX-Travis County,48453
Texas,TX,Kermit,79745,Terry County,TX-Terry County,48445
Texas,TX,Kermit,79745,Hall County,TX-Hall County,48191
Texas,TX,Kermit,79745,Hall County,TX-Hall County,48189
Texas,TX,Kermit,79745,Hall County,TX-Hall County,48217
Texas,TX,Kermit,79745,Ector County,TX-Ector County,48135
Texas,TX,Kermit,79745,Pecos County,TX-Pecos County,48371
Texas,TX,Kermit,79745,Pecos County,TX-Pecos County,48371
Texas,TX,Kilgore,75662,Gregg County,TX-Gregg County,48183
Texas,TX,Kilgore,75662,Colbert County,TX-Colbert County,-
Texas,TX,Kilgore,75662,Santa Cruz County,TX-Santa Cruz County,-
Texas,TX,Kilgore,75662,Boone County,TX-Boone County,-
Texas,TX,Kilgore,75662,Beauregard County,TX-Beauregard County,-
Texas,TX,Kilgore,75662,Gregg County,TX-Gregg County,48183
Texas,TX,Kilgore,75662,Rusk County,TX-Rusk County,48401
Texas,TX,Kilgore,75662,Rusk County,TX-Rusk County,48401
Texas,TX,Kilgore,75662,Gregg County,TX-Gregg County,48183
Texas,TX,Kilgore,75662,Bosque County,TX-Bosque County,48035
Texas,TX,Kilgore,75662,Dallas County,TX-Dallas County,48113
Texas,TX,Kilgore,75662,Dallas County,TX-Dallas County,48111
Texas,TX,Kilgore,75662,Dallas County,TX-Dallas County,48145
Texas,TX,Laredo,78045,Webb County,TX-Webb County,48479
Texas,TX,Laredo,78045,Logan County,TX-Logan County,-
Texas,TX,Laredo,78045,Bienville County,TX-Bienville County,-
Texas,TX,Laredo,78045,Pawnee County,TX-Pawnee County,-
Texas,TX,Laredo,78045,Traill County,TX-Traill County,-
Texas,TX,Laredo,78045,Fayette County,TX-Fayette County,48149
Texas,TX,Laredo,78045,Travis County,TX-Travis County,48453
Texas,TX,Laredo,78045,Kerr County,TX-Kerr County,48265
Texas,TX,Laredo,78045,Bexar County,TX-Bexar County,48029
Texas,TX,Laredo,78045,Fayette County,TX-Fayette County,48149
Texas,TX,Laredo,78045,Nueces County,TX-Nueces County,48355
Texas,TX,Lubbock,79401,Lubbock County,TX-Lubbock County,48303
Texas,TX,Lubbock,79401,Alameda County,TX-Alameda County,-
Texas,TX,Lubbock,79401,Tippecanoe County,TX-Tippecanoe County,-
Texas,TX,Lubbock,79401,Forrest County,TX-Forrest County,-
Texas,TX,Lubbock,79401,Union County,TX-Union County,-
Texas,TX,Lubbock,79401,Jones County,TX-Jones County,48253
Texas,TX,Lubbock,79401,Nueces County,TX-Nueces County,48355
Texas,TX,Lubbock,79401,Lubbock County,TX-Lubbock County,48303
Texas,TX,Lubbock,79401,Childress County,TX-Childress County,48075
Texas,TX,Lubbock,79401,Erath County,TX-Erath County,48143
Texas,TX,Lubbock,79401,El Paso County,TX-El Paso County,48141
Texas,TX,Lufkin,75901,Angelina County,TX-Angelina County,48005
Texas,TX,Lufkin,75901,Etowah County,TX-Etowah County,-
Texas,TX,Lufkin,75901,Yuba County,TX-Yuba County,-
Texas,TX,Lufkin,75901,Jefferson Davis County,TX-Jefferson Davis County,-
Texas,TX,Lufkin,75901,Silver Bow County,TX-Silver Bow County,-
Texas,TX,Lufkin,75901,Passaic County,TX-Passaic County,-
Texas,TX,Lufkin,75901,Nacogdoches County,TX-Nacogdoches County,48347
Texas,TX,Lufkin,75901,Angelina County,TX-Angelina County,48005
Texas,TX,Lufkin,75901,Gregg County,TX-Gregg County,48183
Texas,TX,Lufkin,75901,Dallas County,TX-Dallas County,48113
Texas,TX,Lufkin,75901,Dallas County,TX-Dallas County,48111
Texas,TX,Lufkin,75901,Dallas County,TX-Dallas County,48145
Texas,TX,Lufkin,75901,Dallas County,TX-Dallas County,48113
Texas,TX,Lufkin,75901,Dallas County,TX-Dallas County,48111
Texas,TX,Lufkin,75901,Dallas County,TX-Dallas County,48145
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48113
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48111
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48145
Texas,TX,Mesquite,75149,Orleans County,TX-Orleans County,-
Texas,TX,Mesquite,75149,Oklahoma County,TX-Oklahoma County,-
Texas,TX,Mesquite,75149,Tulsa County,TX-Tulsa County,-
Texas,TX,Mesquite,75149,Kaufman County,TX-Kaufman County,48257
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48113
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48111
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48145
Texas,TX,Mesquite,75149,Angelina County,TX-Angelina County,48005
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48113
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48111
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48145
Texas,TX,Mesquite,75149,Ellis County,TX-Ellis County,48139
Texas,TX,Mesquite,75149,Navarro County,TX-Navarro County,48349
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48113
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48111
Texas,TX,Mesquite,75149,Dallas County,TX-Dallas County,48145
Texas,TX,Midland,79701,Midland County,TX-Midland County,48329
Texas,TX,Midland,79701,Ouachita County,TX-Ouachita County,-
Texas,TX,Midland,79701,Silver Bow County,TX-Silver Bow County,-
Texas,TX,Midland,79701,Garfield County,TX-Garfield County,-
Texas,TX,Midland,79701,Victoria County,TX-Victoria County,48469
Texas,TX,Midland,79701,Childress County,TX-Childress County,48075
Texas,TX,Midland,79701,Mclennan County,TX-Mclennan County,48309
Texas,TX,Midland,79701,Midland County,TX-Midland County,48329
Texas,TX,Midland,79701,Midland County,TX-Midland County,48329
Texas,TX,Midland,79701,Midland County,TX-Midland County,48329
Texas,TX,Midland,79701,Howard County,TX-Howard County,48227
Texas,TX,Midland,79701,Howard County,TX-Howard County,48475
Texas,TX,Midland,79701,Howard County,TX-Howard County,48155
Texas,TX,Midland,79706,Midland County,TX-Midland County,48329
Texas,TX,Midland,79706,New Castle County,TX-New Castle County,48069
Texas,TX,Midland,79706,New Castle County,TX-New Castle County,48101
Texas,TX,Midland,79706,Morris County,TX-Morris County,48343
Texas,TX,Midland,79706,Morris County,TX-Morris County,48201
Texas,TX,Midland,79706,Chester County,TX-Chester County,-
Texas,TX,Midland,79706,Midland County,TX-Midland County,48329
Texas,TX,Midland,79706,Midland County,TX-Midland County,48329
Texas,TX,Midland,79706,Midland County,TX-Midland County,48329
Texas,TX,Midland,79706,Midland County,TX-Midland County,48329
Texas,TX,Midland,79706,Midland County,TX-Midland County,48329
Texas,TX,Midland,79706,Midland County,TX-Midland County,48329
Texas,TX,Midland,79706,Midland County,TX-Midland County,48329
Texas,TX,Midland,79707,Midland County,TX-Midland County,48329
Texas,TX,Midland,79707,New Castle County,TX-New Castle County,48069
Texas,TX,Midland,79707,New Castle County,TX-New Castle County,48101
Texas,TX,Midland,79707,Silver Bow County,TX-Silver Bow County,-
Texas,TX,Midland,79707,Smith County,TX-Smith County,48423
Texas,TX,Midland,79707,Lubbock County,TX-Lubbock County,48303
Texas,TX,Midland,79707,Collingsworth County,TX-Collingsworth County,48087
Texas,TX,Midland,79707,Potter County,TX-Potter County,48375
Texas,TX,Midland,79707,Midland County,TX-Midland County,48329
Texas,TX,Midland,79707,Midland County,TX-Midland County,48329
Texas,TX,Midland,79707,Midland County,TX-Midland County,48329
Texas,TX,Midland,79707,El Paso County,TX-El Paso County,48141
Texas,TX,Monahans,79756,Ward County,TX-Ward County,48475
Texas,TX,Monahans,79756,Benton County,TX-Benton County,48121
Texas,TX,Monahans,79756,Benton County,TX-Benton County,48351
Texas,TX,Monahans,79756,Deer Lodge County,TX-Deer Lodge County,-
Texas,TX,Monahans,79756,Kingfisher County,TX-Kingfisher County,-
Texas,TX,Monahans,79756,Choctaw County,TX-Choctaw County,-
Texas,TX,Monahans,79756,Henderson County,TX-Henderson County,48213
Texas,TX,Monahans,79756,Henderson County,TX-Henderson County,48001
Texas,TX,Monahans,79756,Henderson County,TX-Henderson County,48245
Texas,TX,Monahans,79756,Motley County,TX-Motley County,48345
Texas,TX,Monahans,79756,Motley County,TX-Motley County,48129
Texas,TX,Monahans,79756,Lipscomb County,TX-Lipscomb County,48295
Texas,TX,Monahans,79756,Midland County,TX-Midland County,48329
Texas,TX,Monahans,79756,Runnels County,TX-Runnels County,48399
Texas,TX,Monahans,79756,Reeves County,TX-Reeves County,48389
Texas,TX,Mustang Ridge,78610,Hays County,TX-Hays County,48209
Texas,TX,Mustang Ridge,78610,Lafayette County,TX-Lafayette County,48149
Texas,TX,Mustang Ridge,78610,Stone County,TX-Stone County,-
Texas,TX,Mustang Ridge,78610,Ogemaw County,TX-Ogemaw County,-
Texas,TX,Mustang Ridge,78610,Mercer County,TX-Mercer County,-
Texas,TX,Mustang Ridge,78610,Travis County,TX-Travis County,48453
Texas,TX,Mustang Ridge,78610,Frio County,TX-Frio County,48163
Texas,TX,Mustang Ridge,78610,Kerr County,TX-Kerr County,48265
Texas,TX,Mustang Ridge,78610,Williamson County,TX-Williamson County,48491
Texas,TX,Mustang Ridge,78610,Guadalupe County,TX-Guadalupe County,48187
Texas,TX,Mustang Ridge,78610,Nueces County,TX-Nueces County,48355
Texas,TX,Nash,75569,Bowie County,TX-Bowie County,48037
Texas,TX,Nash,75569,Iberia County,TX-Iberia County,-
Texas,TX,Nash,75569,Jefferson County,TX-Jefferson County,48245
Texas,TX,Nash,75569,Jefferson County,TX-Jefferson County,48213
Texas,TX,Nash,75569,Atoka County,TX-Atoka County,-
Texas,TX,Nash,75569,Bowie County,TX-Bowie County,48037
Texas,TX,Nash,75569,Harrison County,TX-Harrison County,48203
Texas,TX,Nash,75569,Harrison County,TX-Harrison County,48201
Texas,TX,Nash,75569,Panola County,TX-Panola County,48365
Texas,TX,Nash,75569,Bell County,TX-Bell County,48027
Texas,TX,Nash,75569,Bell County,TX-Bell County,48027
Texas,TX,Nash,75569,Delta County,TX-Delta County,48119
Texas,TX,Nash,75569,Putnam County,TX-Putnam County,-
Texas,TX,New Boston,75570,Bowie County,TX-Bowie County,48037
Texas,TX,New Boston,75570,Saint Landry County,TX-Saint Landry County,-
Texas,TX,New Boston,75570,Hughes County,TX-Hughes County,-
Texas,TX,New Boston,75570,Bowie County,TX-Bowie County,48037
Texas,TX,New Boston,75570,Bowie County,TX-Bowie County,48037
Texas,TX,New Boston,75570,Morris County,TX-Morris County,48343
Texas,TX,New Boston,75570,Morris County,TX-Morris County,48201
Texas,TX,New Boston,75570,Cass County,TX-Cass County,48067
Texas,TX,New Boston,75570,Falls County,TX-Falls County,48145
Texas,TX,New Boston,75570,Dallas County,TX-Dallas County,48113
Texas,TX,New Boston,75570,Dallas County,TX-Dallas County,48111
Texas,TX,New Boston,75570,Dallas County,TX-Dallas County,48145
Texas,TX,New Boston,75570,Galveston County,TX-Galveston County,48167
Texas,TX,New Boston,75570,Wayne County,TX-Wayne County,-
Texas,TX,New Braunfels,78132,Comal County,TX-Comal County,48091
Texas,TX,New Braunfels,78132,Oklahoma County,TX-Oklahoma County,-
Texas,TX,New Braunfels,78132,Tulsa County,TX-Tulsa County,-
Texas,TX,New Braunfels,78132,Bexar County,TX-Bexar County,48029
Texas,TX,New Braunfels,78132,Bee County,TX-Bee County,48025
Texas,TX,New Braunfels,78132,Bee County,TX-Bee County,48287
Texas,TX,New Braunfels,78132,Bee County,TX-Bee County,48025
Texas,TX,New Braunfels,78132,Bee County,TX-Bee County,48287
Texas,TX,New Braunfels,78132,Guadalupe County,TX-Guadalupe County,48187
Texas,TX,New Braunfels,78132,Gonzales County,TX-Gonzales County,48177
Texas,TX,New Braunfels,78132,Comal County,TX-Comal County,48091
Texas,TX,New Braunfels,78132,Comal County,TX-Comal County,48091
Texas,TX,New Braunfels,78132,Tarrant County,TX-Tarrant County,48439
Texas,TX,New Caney,77357,Montgomery County,TX-Montgomery County,48339
Texas,TX,New Caney,77357,Wayne County,TX-Wayne County,-
Texas,TX,New Caney,77357,Monmouth County,TX-Monmouth County,-
Texas,TX,New Caney,77357,Campbell County,TX-Campbell County,-
Texas,TX,New Caney,77357,Crosby County,TX-Crosby County,48107
Texas,TX,New Caney,77357,Milam County,TX-Milam County,48331
Texas,TX,New Caney,77357,Jackson County,TX-Jackson County,48239
Texas,TX,New Caney,77357,Harris County,TX-Harris County,48201
Texas,TX,New Caney,77357,Harris County,TX-Harris County,48343
Texas,TX,New Caney,77357,Harris County,TX-Harris County,48199
Texas,TX,New Caney,77357,Harris County,TX-Harris County,48203
Texas,TX,New Caney,77357,Montgomery County,TX-Montgomery County,48339
Texas,TX,New Caney,77357,Polk County,TX-Polk County,48373
Texas,TX,New Caney,77357,Polk County,TX-Polk County,48373
Texas,TX,Odessa,79761,Ector County,TX-Ector County,48135
Texas,TX,Odessa,79761,Benton County,TX-Benton County,48121
Texas,TX,Odessa,79761,Benton County,TX-Benton County,48351
Texas,TX,Odessa,79761,Morris County,TX-Morris County,48343
Texas,TX,Odessa,79761,Morris County,TX-Morris County,48201
Texas,TX,Odessa,79761,Choctaw County,TX-Choctaw County,-
Texas,TX,Odessa,79761,Jackson County,TX-Jackson County,48239
Texas,TX,Odessa,79761,Wheeler County,TX-Wheeler County,48483
Texas,TX,Odessa,79761,Midland County,TX-Midland County,48329
Texas,TX,Odessa,79761,Pecos County,TX-Pecos County,48371
Texas,TX,Odessa,79761,Crane County,TX-Crane County,48103
Texas,TX,Odessa,79761,Howard County,TX-Howard County,48227
Texas,TX,Odessa,79761,Howard County,TX-Howard County,48475
Texas,TX,Odessa,79761,Howard County,TX-Howard County,48155
Texas,TX,Odessa,79761,El Paso County,TX-El Paso County,48141
